"Apple's new iPads, iPod Touch may not have Face ID: Report","According to coder Steve Troughton-Smith, the beta version of ""iOS 12.2 references four new iPads in WiFi and cellular variants"" that do not have the Face ID feature. Further, it also references a possible seventh-generation iPod Touch device that has neither the Face ID nor the Touch ID feature. Apple has reportedly registered the devices with the Eurasian Economic Commission."
"Punjab is Cong's fort, BJP magic can't work here: State Min","Punjab Finance Minister Manpreet Badal on Friday said, ""Punjab is Congress party's fort."" ""BJP's magic may have worked across the country, but it never worked in Punjab,"" he added. He further said that appointing Priyanka Gandhi and Jyotiraditya Scindia as Congress' general secretaries for Uttar Pradesh was like a smart general bringing the 'reserve force' to the battlefront for success."
Rahul has all qualities to become a good PM: Tejashwi Yadav,"RJD leader Tejashwi Yadav has said that Congress President Rahul Gandhi has ""all the qualities"" required to become a good Prime Minister. ""He's the national president of IndiaÃ¢Â€Â™s oldest party and [has] been in Parliament for last 15 years,"" he added. ""DonÃ¢Â€Â™t forget his party has five Chief Ministers in the country and he is leading them,"" he further added."
Gold worth Ã¢Â‚Â¹55 lakh seized at Coimbatore airport; 5 held,"Directorate of Revenue Intelligence officials on Friday arrested five persons, including two airline staff for attempting to smuggle gold into India at the Coimbatore Airport. Around 16 bars of gold worth Ã¢Â‚Â¹55 lakh was seized from them. The DRI officials intercepted a passenger who had arrived on SriLankan airlines, following which the other four were caught."
PM Modi lays foundation stone of AIIMS in Madurai,"PM Narendra Modi on Sunday laid the foundation stone of All India Institute of Medical Sciences (AIIMS) in Madurai as a part of his visit to Tamil Nadu. ""With AIIMS in Madurai, this brand name has been taken to all corners of the country,"" he said. He also inaugurated super-speciality blocks at Rajaji, Thanjavur and Tirunelveli medical colleges."
"EVM hacking is easy, revert to ballot paper: Andhra CM","Andhra Pradesh CM Chandrababu Naidu has said that there was 100% chance for hacking Electronic Voting Machines (EVMs). He demanded that Election Commission either ensure counting of 100% slips of Voter Verifiable Paper Audit Trail or revert to the old ballot paper system. ""EC should not exert pressure on using a system in which there is no faith,Ã¢Â€Â he added."
"Differently-abled soldiers to get minimum Ã¢Â‚Â¹18,000 pension","The Defence Ministry has announced that ""disability or war injury pension, special family pension and liberalised family pension shall be minimum Ã¢Â‚Â¹18,000 per month."" The amount has been revised with effect from 1 January 2016. The 7th Pay Commission had earlier suggested a slab-based system for fixing disability pension for soldiers but had received criticism from retired soldiers."
"2 dead, 24 injured as bus overturns in J&K","As many as two people were killed and 24 others were injured on Sunday after a bus carrying Vaishno Devi pilgrims overturned in Kathua district of Jammu and Kashmir, police said. The pilgrims were returning from the shrine when the vehicle hit the divider and overturned. The condition of some of the injured was stated to be ""serious"", police said. "
Name new Goa bridge after Manohar Parrikar: Goa Tamil Sangam,"The Goa Tamil Sangam (GTS) has urged Union Minister Nitin Gadkari to name the new Mandovi Bridge in Panaji after CM Manohar Parrikar. ""Most of the people in Goa are deeply touched and remembered the good infrastructure and development work carried out by...Parrikar, the great visionary man,"" GTS said. The bridge will be open to public from Sunday. "
IndiaÃ¢Â€Â™s Largest World Education Fair hosts 80+ universities,"Edwise, India's leading overseas education consultant, is organising its 34th World Education Fair from 28th January to 17th February across 14 cities in India. Visitors can interact with delegates of 80+ universities and solve queries on a personal level related to courses, fees, visa and loans. They can also avail application fee waiver, spot offers and scholarships based on merit."
'Top Chef' contestant Fatima Ali passes away at 29 due to cancer,"American show 'Top Chef' Season 15 contestant, Pakistani-American chef Fatima Ali, passed away on Friday at the age of 29 after her battle with cancer. At the end of 2017, she was diagnosed with Ewing's sarcoma, a type of bone and soft tissue cancer. ""I'm getting sicker...Right now all I need are prayers,"" she posted on Instagram earlier this month."
Emergence of a new queen: Japanese PM on Osaka winning Aus Open,"Praising Naomi Osaka for becoming the first Japanese tennis player to win Australian Open, Japanese Prime Minister Shinzo Abe tweeted, ""I am very proud of the emergence of a new queen. I look forward to your continued accomplishments."" The 21-year-old defeated Petra Kvitova 7-6(7-2), 5-7, 6-4 in two hours and 27 minutes in the final on Saturday."
It helps when MS Dhoni is playing till last ball: Kedar Jadhav,"Following India's 90-run victory over New Zealand in the second ODI on Saturday, all-rounder Kedar Jadhav said that it helps if MS Dhoni is there till the last ball during India's innings. ""All his experience...it helps players like us to just work around him and he takes most of the strike and scores most of the runs,"" he added."
I won't translate from Urdu to English anymore: Raja on 'Kaale' row,"Pakistani cricketer-turned-commentator Ramiz Raja has said he won't be translating anything from Urdu to English anymore after Pakistan captain Sarfaraz Ahmed was caught on stump mic calling South Africa's Andile Phehlukwayo 'Abey Kaale' during an ODI. ""It would've been an uncouth way of commentating and unintelligent on my behalf,"" Raja added about not translating Sarfaraz's remark on air."
Man City thrash Burnley 5-0 in FA Cup to register 8th straight win,"Manchester City thrashed Burnley 5-0 in FA Cup fourth round on Saturday to record their eighth successive victory across all competitions. Gabriel Jesus opened the scoring for City in the 23rd minute, while the remaining four goals came in the second half, including an own goal by Kevin Long. City have now scored 30 goals in seven games in 2019."
"Pandya, KL Rahul's suspensions were hurting team morale: Vinod Rai","CoA chief Vinod Rai has said he revoked Hardik Pandya and KL Rahul's suspensions as it was ""becoming uncertain"" and also ""hurting the team morale"". ""They haven't played five matches (including Saturday's ODI). The punishment they have undergone is commensurate with whatever they've done,"" he added. Pandya and Rahul were suspended over their comments on women on 'Koffee with Karan'."
Ã¢Â‚Â¹1.55 crore raised towards private search for missing footballer,"More than Ã¢Â‚Â¹1.55 crore has been raised so far towards a private search for Cardiff City footballer Emiliano Sala, who has been missing since his plane disappeared from radar over English Channel on Monday. Police called off the search on Thursday, saying, ""The chances of survival at this stage are extremely remote."" PSG midfielder Adrien Rabiot contributed over Ã¢Â‚Â¹20 lakh."
An honour which comes with responsibility: Gambhir on Padma Shri,"After being conferred with Padma Shri, India's fourth highest civilian award, former India cricketer Gautam Gambhir said that it's an honour which ""also comes with responsibility"". ""It's an honour I accept with gratitude... I'm living for the day when Gautam Gambhir the human being beats Gautam Gambhir the cricketer. That will be my day, my award to myself,"" he tweeted."
